Title;Book Author;Book Narrator;audioRuntime;Categories;average_rating;ratings_count;price;audioRuntime_converted;average_rating_converted;ratings_count_converted;category_converted
Travels with Charley in Search of America;John Steinbeck;Gary Sinise;07.58;Travel & Tourism;4.6;4254;10;3;4;3;22
In Charge of Moonlight;Dina Gregory;Matt Addis;0.05;Teen;4;79;6;1;4;1;21
Panic: Ghosts and Legends;Lauren Oliver;Camron Jones;03.13;Teen;4;40;7;2;4;1;21
We Were Liars;E. Lockhart;Ariadne Meyers;06.27;Teen;4;4759;10;3;4;3;21
Beautiful Creatures;Kami Garcia;Kevin T. Collins;17.33;Teen;4.1;5361;12;4;4;4;21
Lord of the Flies;William Golding;William Golding;06.35;Teen;4.2;7688;11;3;4;4;21
The 100;Kass Morgan;Justin Torres;07.17;Teen;4.2;1065;10;3;4;3;21
The Giver;Lois Lowry;Ron Rifkin;04.49;Teen;4.4;11683;11;3;4;4;21
A Court of Frost and Starlight;Sarah J. Maas;Amanda Leigh Cobb;06.23;Teen;4.4;5110;11;3;4;4;21
Fable;Adrienne Young;Emma Lysy;08.54;Teen;4.4;533;9;3;4;2;21
Shadow and Bone;Leigh Bardugo;Lauren Fortgang;09.21;Teen;4.4;8194;11;3;4;4;21
Divergent;Veronica Roth;Emma Galvin;11.11;Teen;4.4;35049;12;3;4;5;21
They Both Die at the End;Adam Silvera;Michael Crouch;08.30;Teen;4.5;4199;10;3;4;3;21
Tweet Cute;Emma Lord;Dan Bittner;10.08;Teen;4.5;235;9;3;4;2;21
The Cruel Prince;Holly Black;Caitlin Kelly;12.36;Teen;4.5;6982;11;3;4;4;21
Set Fire to the Gods;Sara Raasch;Andrew Eiden;12.41;Teen;4.5;40;8;3;4;1;21
Six of Crows;Leigh Bardugo;Jay Snyder;15.04;Teen;4.5;14132;12;4;4;4;21
The Ballad of Songbirds and Snakes;Suzanne Collins;Santino Fontana;16.16;Teen;4.5;17552;12;4;4;4;21
The Outsiders;S. E. Hinton;Jim Fyfe;05.08;Teen;4.6;6993;11;3;4;4;21
Star Wars: Ahsoka;E. K. Johnston;Ashley Eckstein;07.04;Teen;4.6;18140;11;3;4;4;21
A Snake's Rise;Kenneth Arant;Travis Baldree;08.32;Teen;4.6;73;8;3;4;1;21
Ruin and Rising;Leigh Bardugo;Lauren Fortgang;10.57;Teen;4.6;5741;11;3;4;4;21
Throne of Glass;Sarah J. Maas;Elizabeth Evans;13.03;Teen;4.6;893;9;3;4;2;21
The Book Thief;Markus Zusak;Allan Corduner;13.56;Teen;4.6;27353;12;3;4;5;21
A Court of Thorns and Roses;Sarah J. Maas;Jennifer Ikeda;16.07;Teen;4.6;16835;12;4;4;4;21
King of Scars;Leigh Bardugo;Lauren Fortgang;16.13;Teen;4.6;3103;11;4;4;3;21
Not Even Bones;Rebecca Schaeffer;Almarie Guerra;10.01;Teen;4.7;445;9;3;4;2;21
Scythe;Neal Shusterman;Greg Tremblay;10.32;Teen;4.7;15307;11;3;4;4;21
Firekeeper's Daughter;Angeline Boulley;Isabella Star LaBlanc;14.13;Teen;4.7;772;9;3;4;2;21
Rage and Ruin;Jennifer L. Armentrout;Lauren Fortgang;16.38;Teen;4.7;625;10;4;4;2;21
Heir of Fire;Sarah J. Maas;Elizabeth Evans;20.40;Teen;4.7;8950;12;4;4;4;21
Serpentine;Philip Pullman;Olivia Colman;0.26;Teen;4.8;5;6;1;4;1;21
100 Days of Sunlight;Abbie Emmons;Abbie Emmons;07.16;Teen;4.8;18;8;3;4;1;21
Dungeon Duel;James Hunter;Nick Podehl;09.32;Teen;4.8;661;9;3;4;2;21
Ocean of Tears;Michael Head;Travis Baldree;09.55;Teen;4.8;478;9;3;4;2;21
The Hate U Give;Angie Thomas;Bahni Turpin;11.50;Teen;4.8;43840;12;3;4;5;21
Algorithm;Dennis Vanderkerken;Travis Baldree;12.07;Teen;4.8;686;9;3;4;2;21
Crown of Midnight;Sarah J. Maas;Elizabeth Evans;12.43;Teen;4.8;680;9;3;4;2;21
Skyward;Brandon Sanderson;Suzy Jackson;15.28;Teen;4.8;31136;13;4;4;5;21
Rule of Wolves;Leigh Bardugo;Lauren Fortgang;17.44;Teen;4.8;1084;11;4;4;3;21
The Fourth Secret;A. F. Kay;Travis Baldree;17.58;Teen;4.8;322;10;4;4;2;21
Tower of Dawn;Sarah J. Maas;Elizabeth Evans;22.39;Teen;4.8;8215;12;4;4;4;21
A Court of Mist and Fury;Sarah J. Maas;Jennifer Ikeda;23.16;Teen;4.8;14098;12;4;4;4;21
Eldest;Christopher Paolini;Gerard Doyle;23.30;Teen;4.8;21943;13;4;4;5;21
The Black Friend;Frederick Joseph;Miebaka Yohannes;05.09;Teen;4.9;178;9;3;4;2;21
Mister Impossible;Maggie Stiefvater;Will Patton;10.44;Teen;4.9;78;8;3;4;1;21
Catching Fire;Suzanne Collins;Tatiana Maslany;11.03;Teen;4.9;6265;11;3;4;4;21
Mockingjay;Suzanne Collins;Tatiana Maslany;11.19;Teen;4.9;6060;11;3;4;4;21
Silver Fox & the Western Hero;M.H. Johnson;Wayne Mitchell;21.04;Teen;4.9;125;10;4;4;2;21
Pollen from a Future Harvest;Derek Kunsken;Dami Olukoya;02.45;Science Fiction & Fantasy;4;1;7;2;4;1;20
Goblin Summoner;Tracy Gregory;Graham Mack;15.40;Science Fiction & Fantasy;4;1;9;4;4;1;20
The Elements Bond;D.K. Holmberg;John Pirhalla;08.32;Science Fiction & Fantasy;5;1;9;3;5;1;20
Dark Imperium;Guy Haley;John Banks;11.53;Science Fiction & Fantasy;5;2;9;3;5;1;20
Plague War;Guy Haley;John Banks;12.09;Science Fiction & Fantasy;5;2;9;3;5;1;20
Sidekick: Graeme Simsion's The Rosie Project;BookBuddy;Lee Strayer;0.27;Science Fiction & Fantasy;3.6;16;5;1;3;1;20
1/2986: Publisher's Pack 2;Annelie Wendeberg;Emma Galvin;13.42;Science Fiction & Fantasy;4.1;17;8;3;4;1;20
FREE: The Jester (A Riyria Chronicles Tale);Michael J. Sullivan;Tim Gerard Reynolds;0.53;Science Fiction & Fantasy;4.2;13685;10;2;4;4;20
Blade Runner;Philip K. Dick;Scott Brick;09.12;Science Fiction & Fantasy;4.3;8030;11;3;4;4;20
The Distance;Jeremy Robinson;Jeffrey Kafer;13.09;Science Fiction & Fantasy;4.3;964;9;3;4;2;20
Ready Player Two;Ernest Cline;Wil Wheaton;13.46;Science Fiction & Fantasy;4.3;43060;12;3;4;5;20
Hyperion;Dan Simmons;Marc Vietor;20.44;Science Fiction & Fantasy;4.3;18540;12;4;4;4;20
The Egg;Andy Weir;R.C. Bray;0.08;Science Fiction & Fantasy;4.4;3020;8;1;4;3;20
All Systems Red;Martha Wells;Kevin R. Free;03.17;Science Fiction & Fantasy;4.4;9841;10;2;4;4;20
Dragonflight;Anne McCaffrey;Dick Hill;09.14;Science Fiction & Fantasy;4.4;5182;11;3;4;4;20
Infinite;Jeremy Robinson;R.C. Bray;10.21;Science Fiction & Fantasy;4.4;17770;11;3;4;4;20
Into the Stars;James Rosone;Jonathan Davis;11.59;Science Fiction & Fantasy;4.4;346;9;3;4;2;20
Children of Time;Adrian Tchaikovsky;Mel Hudson;16.31;Science Fiction & Fantasy;4.4;29808;13;4;4;5;20
The Farseer: Assassin's Apprentice;Robin Hobb;Paul Boehmer;17.18;Science Fiction & Fantasy;4.4;11305;12;4;4;4;20
House of Suns;Alastair Reynolds;John Lee;18.17;Science Fiction & Fantasy;4.4;3385;11;4;4;3;20
Lord Foul’s Bane;Stephen R. Donaldson;Scott Brick;19.37;Science Fiction & Fantasy;4.4;219;10;4;4;2;20
Sentenced to War;Jonathan Brazee;Jeffrey Kafer;0.09;Science Fiction & Fantasy;4.5;208;7;1;4;2;20
The Confessions of Dorian Gray - Murder on 81st Street;David Llewellyn;Alexander Vlahos;0.29;Science Fiction & Fantasy;4.5;6;6;1;4;1;20
Facets of April;Erik Schubach;Leslie Gray;05.30;Science Fiction & Fantasy;4.5;2;8;3;4;1;20
A Darker Magic;Glynn Stewart;Jeffrey Kafer;08.02;Science Fiction & Fantasy;4.5;86;8;3;4;1;20
Starship Troopers;Robert A. Heinlein;Lloyd James;09.52;Science Fiction & Fantasy;4.5;13589;11;3;4;4;20
Cursed City;C L Werner;Richard Reed;10.33;Science Fiction & Fantasy;4.5;134;9;3;4;2;20
Mutineer's Moon;David Weber;Jonathan Todd Ross;11.10;Science Fiction & Fantasy;4.5;496;9;3;4;2;20
Dungeon Walkers 1;Daniel Schinhofen;Travis Baldree;11.22;Science Fiction & Fantasy;4.5;33;8;3;4;1;20
The Tinderbox: Soldier of Indira;Lou Diamond Phillips;R.C. Bray;11.48;Science Fiction & Fantasy;4.5;208;9;3;4;2;20
Sixth Realm Part 1;Michael Chatfield;Neil Hellegers;13.33;Science Fiction & Fantasy;4.5;98;8;3;4;1;20
The Moon Is a Harsh Mistress;Robert A. Heinlein;Lloyd James;14.12;Science Fiction & Fantasy;4.5;9149;11;3;4;4;20
Re-Start;Dan Sugralinov;Ramon De Ocampo;15.03;Science Fiction & Fantasy;4.5;1114;11;4;4;3;20
God Emperor of Dune;Frank Herbert;Simon Vance;15.48;Science Fiction & Fantasy;4.5;7037;12;4;4;4;20
Damsels of Jormia;Marcus Sloss;Robert West;0.10;Science Fiction & Fantasy;4.6;8;6;1;4;1;20
Parable of the Sower;Octavia E. Butler;Lynne Thigpen;0.11;Science Fiction & Fantasy;4.6;6106;9;1;4;4;20
Morningstar;Graham McNeill;Sean Connolly;0.24;Science Fiction & Fantasy;4.6;52;6;1;4;1;20
The Midnight Library;Matt Haig;Carey Mulligan;08.50;Science Fiction & Fantasy;4.6;21253;12;3;4;5;20
Lost and Found;Orson Scott Card;Stefan Rudnicki;09.04;Science Fiction & Fantasy;4.6;673;9;3;4;2;20
USS Hamilton - Broadsides;Mark Wayne McGinnis;James Patrick Cronin;09.48;Science Fiction & Fantasy;4.6;83;8;3;4;1;20
Infinite 2;Jeremy Robinson;R.C. Bray;10.34;Science Fiction & Fantasy;4.6;2173;10;3;4;3;20
Blood of Elves;Andrzej Sapkowski;Peter Kenny;10.55;Science Fiction & Fantasy;4.6;21924;12;3;4;5;20
A Touch of Darkness;Scarlett St. Clair;Meg Sylvan;11.06;Science Fiction & Fantasy;4.6;754;9;3;4;2;20
Star Wars: The High Republic: Into the Dark;Claudia Gray;Dan Bittner;11.11;Science Fiction & Fantasy;4.6;2253;10;3;4;3;20
Ender's Game;Orson Scott Card;Stefan Rudnicki;11.57;Science Fiction & Fantasy;4.6;41176;12;3;4;5;20
The Crystal Shard;R. A. Salvatore;Victor Bevine;12.02;Science Fiction & Fantasy;4.6;6837;11;3;4;4;20
Coming Together;David Burke;Daniel Wisniewski;12.03;Science Fiction & Fantasy;4.6;107;9;3;4;2;20
New Spring;Robert Jordan;Kate Reading;12.38;Science Fiction & Fantasy;4.6;9554;11;3;4;4;20
Occultist: Saga Online #1;Oliver Mayes;Adam Sims;15.28;Science Fiction & Fantasy;4.6;3780;11;4;4;3;20
Gideon the Ninth;Tamsyn Muir;Moira Quirk;16.50;Science Fiction & Fantasy;4.6;4772;11;4;4;3;20
The Invisible Life of Addie LaRue;V. E. Schwab;Julia Whelan;17.10;Science Fiction & Fantasy;4.6;13536;12;4;4;4;20
Hallowed Bones;Jonathan Smidt;Will M. Watt;19.17;Science Fiction & Fantasy;4.6;54;9;4;4;1;20
Dune;Frank Herbert;Scott Brick;21.02;Science Fiction & Fantasy;4.6;73222;13;4;4;5;20
Sufficiently Advanced Magic;Andrew Rowe;Nick Podehl;21.58;Science Fiction & Fantasy;4.6;27591;13;4;4;5;20
The Dark Forest;Cixin Liu;P. J. Ochlan;22.36;Science Fiction & Fantasy;4.6;9262;12;4;4;4;20
Iron Gold;Pierce Brown;Tim Gerard Reynolds;23.23;Science Fiction & Fantasy;4.6;15727;12;4;4;4;20
Path of Daggers;Robert Jordan;Michael Kramer;23.25;Science Fiction & Fantasy;4.6;20170;13;4;4;5;20
Prophets of Waaagh!: The End of Daze;Guy Haley;Tom Alexander;0.20;Science Fiction & Fantasy;4.7;150;7;1;4;2;20
The Sentinel;Arthur C. Clarke;Ralph Lister;0.25;Science Fiction & Fantasy;4.7;68;6;1;4;1;20
Fugitive Telemetry;Martha Wells;Kevin R. Free;04.24;Science Fiction & Fantasy;4.7;1348;10;3;4;3;20
#1 in Customer Service;Larry Correia;Adam Baldwin;08.34;Science Fiction & Fantasy;4.7;2105;10;3;4;3;20
Patterns in the Dark;Lindsay Buroker;Caitlin Davies;09.35;Science Fiction & Fantasy;4.7;2276;10;3;4;3;20
We Are Legion (We Are Bob);Dennis E. Taylor;Ray Porter;09.56;Science Fiction & Fantasy;4.7;88331;12;3;4;5;20
The Last Wish;Andrzej Sapkowski;Peter Kenny;10.17;Science Fiction & Fantasy;4.7;34499;12;3;4;5;20
Exile;R. A. Salvatore;Victor Bevine;10.42;Science Fiction & Fantasy;4.7;9241;11;3;4;4;20
The Alloy of Law;Brandon Sanderson;Michael Kramer;10.48;Science Fiction & Fantasy;4.7;28422;12;3;4;5;20
The Sandman;Neil Gaiman;Riz Ahmed;10.54;Science Fiction & Fantasy;4.7;27144;12;3;4;5;20
Tower Climber 2;Jakob Tanner;Steve Campbell;10.56;Science Fiction & Fantasy;4.7;139;9;3;4;2;20
The Time of Contempt;Andrzej Sapkowski;Peter Kenny;11.55;Science Fiction & Fantasy;4.7;14344;11;3;4;4;20
Shadows of Self;Brandon Sanderson;Michael Kramer;12.37;Science Fiction & Fantasy;4.7;22342;12;3;4;5;20
White Wasteland;Jeff Kirkham;Kevin Pierce;12.50;Science Fiction & Fantasy;4.7;38;8;3;4;1;20
Godblight;Guy Haley;John Banks;13.02;Science Fiction & Fantasy;4.7;3;8;3;4;1;20
Star Wars: Heir to the Empire;Timothy Zahn;Marc Thompson;13.09;Science Fiction & Fantasy;4.7;21248;12;3;4;5;20
Star Wars: Darth Plagueis;James Luceno;Daniel Davis;14.45;Science Fiction & Fantasy;4.7;21329;12;3;4;5;20
The Silmarillion;J. R. R. Tolkien;Martin Shaw;14.49;Science Fiction & Fantasy;4.7;7204;11;3;4;4;20
Ruins of the Earth;Christopher Hopper;R.C. Bray;15.59;Science Fiction & Fantasy;4.7;1376;11;4;4;3;20
Red Rising;Pierce Brown;Tim Gerard Reynolds;16.12;Science Fiction & Fantasy;4.7;49809;13;4;4;5;20
The Torch That Ignites the Stars;Andrew Rowe;Nick Podehl;17.21;Science Fiction & Fantasy;4.7;2238;11;4;4;3;20
The Shadow of the Gods;John Gwynne;Colin Mace;18.14;Science Fiction & Fantasy;4.7;82;9;4;4;1;20
Savage Dominion;Luke Chmilenko;Luke Daniels;18.36;Science Fiction & Fantasy;4.7;51;9;4;4;1;20
Babylon's Ashes;James S. A. Corey;Jefferson Mays;19.58;Science Fiction & Fantasy;4.7;16057;12;4;4;4;20
The Lady of the Lake;Andrzej Sapkowski;Peter Kenny;20.18;Science Fiction & Fantasy;4.7;8397;12;4;4;4;20
The Twelve Plagues;Edward W. Robertson;Tim Gerard Reynolds;20.51;Science Fiction & Fantasy;4.7;370;10;4;4;2;20
Leviathan Wakes;James S. A. Corey;Jefferson Mays;20.56;Science Fiction & Fantasy;4.7;20870;13;4;4;5;20
The Waaagh! Faker;Guy Haley;Tom Alexander;0.20;Science Fiction & Fantasy;4.8;100;6;1;4;1;20
Edgedancer;Brandon Sanderson;Kate Reading;06.23;Science Fiction & Fantasy;4.8;14908;11;3;4;4;20
All These Worlds;Dennis E. Taylor;Ray Porter;07.56;Science Fiction & Fantasy;4.8;57198;12;3;4;5;20
Invasion;Ken Lozito;Scott Aiello;08.01;Science Fiction & Fantasy;4.8;113;9;3;4;2;20
For We Are Many;Dennis E. Taylor;Ray Porter;08.59;Science Fiction & Fantasy;4.8;61660;12;3;4;5;20
Dynasty of Evil;Drew Karpyshyn;Jonathan Davis;09.22;Science Fiction & Fantasy;4.8;9534;11;3;4;4;20
The Martian;Andy Weir;Wil Wheaton;10.59;Science Fiction & Fantasy;4.8;9873;11;3;4;4;20
Scamps & Scoundrels;Eric Ugland;Neil Hellegers;11.29;Science Fiction & Fantasy;4.8;1353;10;3;4;3;20
The Wizard's Butler;Nathan Lowell;Tom Taylorson;12.10;Science Fiction & Fantasy;4.8;917;9;3;4;2;20
Horus Rising;Dan Abnett;Toby Longworth;12.14;Science Fiction & Fantasy;4.8;7680;11;3;4;4;20
The Blade's Memory;Lindsay Buroker;Caitlin Davies;12.15;Science Fiction & Fantasy;4.8;1624;10;3;4;3;20
Sword of Destiny;Andrzej Sapkowski;Peter Kenny;12.48;Science Fiction & Fantasy;4.8;16431;11;3;4;4;20
Starsight;Brandon Sanderson;Suzy Jackson;14.30;Science Fiction & Fantasy;4.8;15216;11;3;4;4;20
Star Wars: Thrawn Ascendancy;Timothy Zahn;Marc Thompson;15.05;Science Fiction & Fantasy;4.8;6685;12;4;4;4;20
Ready Player One;Ernest Cline;Wil Wheaton;15.40;Science Fiction & Fantasy;4.8;242323;13;4;4;5;20
The Tower of Swallows;Andrzej Sapkowski;Peter Kenny;16.25;Science Fiction & Fantasy;4.8;9989;12;4;4;4;20
Thrawn (Star Wars);Timothy Zahn;Marc Thompson;16.56;Science Fiction & Fantasy;4.8;29066;13;4;4;5;20
Heaven's River;Dennis E. Taylor;Ray Porter;16.57;Science Fiction & Fantasy;4.8;25071;13;4;4;5;20
The Emperor's Wolves;Michelle Sagara;Khristine Hvam;17.12;Science Fiction & Fantasy;4.8;163;10;4;4;2;20
Golden Son;Pierce Brown;Tim Gerard Reynolds;19.03;Science Fiction & Fantasy;4.8;37123;13;4;4;5;20
Abaddon's Gate;James S. A. Corey;Jefferson Mays;19.42;Science Fiction & Fantasy;4.8;10099;12;4;4;4;20
Valkyrie;Craig Alanson;R.C. Bray;19.45;Science Fiction & Fantasy;4.8;14715;12;4;4;4;20
Persepolis Rising;James S. A. Corey;Jefferson Mays;20.34;Science Fiction & Fantasy;4.8;13998;12;4;4;4;20
Shadeslinger;Kyle Kirrin;Travis Baldree;21.32;Science Fiction & Fantasy;4.8;1493;11;4;4;3;20
Morning Star;Pierce Brown;Tim Gerard Reynolds;21.50;Science Fiction & Fantasy;4.8;36539;13;4;4;5;20
Before They Are Hanged;Joe Abercrombie;Steven Pacey;22.39;Science Fiction & Fantasy;4.8;12785;12;4;4;4;20
Alpharius: Head of the Hydra;Mike Brooks;Jonathan Keeble;05.23;Science Fiction & Fantasy;4.9;558;9;3;4;2;20
Nuclear Winter Devil Storm;Bobby Akart;Kevin Pierce;05.46;Science Fiction & Fantasy;4.9;23;8;3;4;1;20
Ciaphas Cain: Duty Calls;Sandy Mitchell;Stephen Perring;09.37;Science Fiction & Fantasy;4.9;446;9;3;4;2;20
The Wizards of Sevendor;Terry Mancour;John Lee;10.40;Science Fiction & Fantasy;4.9;1837;10;3;4;3;20
Bloodline;Will Wight;Travis Baldree;11.12;Science Fiction & Fantasy;4.9;4009;10;3;4;3;20
The Powerful Pride of an Immortal;Kurtis Eckstein;Christopher Boucher;11.40;Science Fiction & Fantasy;4.9;171;9;3;4;2;20
Mana Beast;Bruce Sentar;Christian J. Gilliland;12.15;Science Fiction & Fantasy;4.9;156;9;3;4;2;20
Herald of Shalia 3;Tamryn Tamer;Amber Lee Connors;12.26;Science Fiction & Fantasy;4.9;356;9;3;4;2;20
The Infinite and the Divine;Robert Rath;Richard Reed;13.21;Science Fiction & Fantasy;4.9;1267;10;3;4;3;20
Project Hail Mary;Andy Weir;Ray Porter;16.10;Science Fiction & Fantasy;4.9;17208;12;4;4;4;20
Scorching Sun;Apollos Thorne;Graham Halstead;16.42;Science Fiction & Fantasy;4.9;564;10;4;4;2;20
Legacies;Jason Anspach;R.C. Bray;18.10;Science Fiction & Fantasy;4.9;850;10;4;4;2;20
Tiamat's Wrath;James S. A. Corey;Jefferson Mays;19.08;Science Fiction & Fantasy;4.9;13979;12;4;4;4;20
Secrets and Spellcraft;Michael Manning;Tim Gerard Reynolds;21.09;Science Fiction & Fantasy;4.9;2379;11;4;4;3;20
Scholar of Magic;Michael G. Manning;Tim Gerard Reynolds;21.26;Science Fiction & Fantasy;4.9;1704;11;4;4;3;20
He Who Fights with Monsters 2;Shirtaloon;Heath Miller;22.01;Science Fiction & Fantasy;4.9;1779;11;4;4;3;20
Cosmic Journey;BlueOrbit Books;BlueOrbit Books;0.10;Science & Engineering;5;50;7;1;5;1;19
Quantum Physics for Beginners 2 Books in 1;Brad Olsson;Ruben Gonzalez;06.32;Science & Engineering;5;5;9;3;5;1;19
Your Successful Farm Business;Joel Salatin;Joel Salatin;10.29;Science & Engineering;5;7;9;3;5;1;19
Martin Ford's Rise of the Robots: Technology and the Threat of a Jobless Future Summary;Ant Hive Media;Robert Barbere;0.21;Science & Engineering;3.5;19;5;1;3;1;19
1001 Amazing Facts About Animals;Jack Goldstein;Jason Zenobia;03.48;Science & Engineering;4.2;13;7;2;4;1;19
The Selfish Gene;Richard Dawkins;Richard Dawkins;16.12;Science & Engineering;4.4;7865;12;4;4;4;19
Astrophysics for People in a Hurry;Neil deGrasse Tyson;Neil deGrasse Tyson;03.41;Science & Engineering;4.6;33843;11;2;4;5;19
The Order of Time;Carlo Rovelli;Benedict Cumberbatch;04.19;Science & Engineering;4.6;3400;10;3;4;3;19
The Hidden Life of Trees;Peter Wohlleben;Mike Grady;07.33;Science & Engineering;4.6;4839;10;3;4;3;19
Helgoland;Carlo Rovelli;David Rintoul;04.31;Science & Engineering;4.7;18;8;3;4;1;19
The God Equation;Michio Kaku;Feodor Chin;05.30;Science & Engineering;4.7;359;9;3;4;2;19
The Demon-Haunted World;Carl Sagan;Cary Elwes;17.23;Science & Engineering;4.7;3357;11;4;4;3;19
Breath;James Nestor;James Nestor;07.18;Science & Engineering;4.8;4429;10;3;4;3;19
Entangled Life;Merlin Sheldrake;Merlin Sheldrake;09.32;Science & Engineering;4.8;1104;10;3;4;3;19
Court Kept;Eden O'Neill;Kasi Hollowell;05.10;Romance;5;1;9;3;5;1;18
Confessions of a Dangerous Fae;Jenna Wolfhart;Poppy Royana;05.32;Romance;5;2;9;3;5;1;18
Crushing on My Billionaire Best Friend;Jolie Day;Jason Clarke;07.43;Romance;5;4;9;3;5;1;18
Southern Sinner;Jessica Peterson;Jason Clarke;09.41;Romance;5;3;9;3;5;1;18
Up Close and Personal;Jay Hogan;Gary Furlong;10.29;Romance;5;1;9;3;5;1;18
Mr. Malcolm's List;Suzanne Allain;Elizabeth Knowelden;05.31;Romance;4.3;168;9;3;4;2;18
Lucifer's Daughter;Kel Carpenter;Hollie Jackson;04.07;Romance;4.4;415;9;3;4;2;18
#1 Crush;T Gephart;Grace Grant;09.18;Romance;4.4;664;9;3;4;2;18
For the Hell of It;Cate Corvin;Alexander Cendese;09.21;Romance;4.4;176;9;3;4;2;18
Dance Upon the Air;Nora Roberts;Sandra Burr;09.45;Romance;4.4;5167;11;3;4;4;18
The Rich Boy;Kylie Scott;Andi Arndt;10.02;Romance;4.4;631;9;3;4;2;18
Mystery Man;Kristen Ashley;Kate Russell;14.23;Romance;4.4;2839;10;3;4;3;18
Ruthless Saint: An Arranged Marriage Romance;S. Massery;Stephanie Rose;09.07;Romance;4.5;57;8;3;4;1;18
Moon Called;Patricia Briggs;Lorelei King;09.14;Romance;4.5;12155;11;3;4;4;18
Darkness Dawns;Dianne Duvall;Kirsten Potter;10.39;Romance;4.5;6333;11;3;4;4;18
Evermore Academy: Summer;Audrey Grey;Vanessa Moyen;11.25;Romance;4.5;23;8;3;4;1;18
Empire High Matchmaker;Ivy Smoak;Connor Crais;11.25;Romance;4.5;50;8;3;4;1;18
The Hating Game;Sally Thorne;Katie Schorr;11.29;Romance;4.5;6547;11;3;4;4;18
Den of Vipers;K.A. Knight;Cornell Collins;19.19;Romance;4.5;606;10;4;4;2;18
A Discovery of Witches;Deborah Harkness;Jennifer Ikeda;23.59;Romance;4.5;39333;13;4;4;5;18
Off the Record;Kristen Proby;Jason Clarke;0.05;Romance;4.6;63;6;1;4;1;18
Wonder with Me;Kristen Proby;Lee Samuels;02.37;Romance;4.6;150;8;2;4;2;18
Apocalypse & Chill;Neil Bimbeau;Sierra Kline;05.27;Romance;4.6;14;8;3;4;1;18
Quiet Man;Kristen Ashley;Susannah Jones;07.14;Romance;4.6;834;9;3;4;2;18
I Loved You First;Molly Harper;Amanda Ronconi;08.19;Romance;4.6;239;9;3;4;2;18
Take A Number;Amy Daws;Teddy Hamilton;09.02;Romance;4.6;448;9;3;4;2;18
Heaven and Earth;Nora Roberts;Sandra Burr;10.05;Romance;4.6;3482;10;3;4;3;18
Trusting Skylar;Susan Stoker;Lucy Rivers;10.15;Romance;4.6;471;9;3;4;2;18
Face the Fire;Nora Roberts;Sandra Burr;10.36;Romance;4.6;3231;10;3;4;3;18
The Magic of Betrayal;Britt Andrews;Bridget Bordeaux;11.08;Romance;4.6;5;8;3;4;1;18
Dream Spinner;Kristen Ashley;Susannah Jones;12.45;Romance;4.6;101;9;3;4;2;18
Stars Across the Ocean;Kimberley Freeman;Jennifer Vuletic;14.53;Romance;4.6;739;9;3;4;2;18
On the Way to the Wedding;Julia Quinn;Rosalyn Landor;0.13;Romance;4.7;1047;8;1;4;3;18
A Vampire in Waikiki;A.J. Llewellyn;Michael Dean;05.44;Romance;4.7;3;8;3;4;1;18
Good to Be Bad;Lili Valente;Shane East;06.04;Romance;4.7;90;8;3;4;1;18
Shifters in the Night;Molly Harper;Amanda Ronconi;06.43;Romance;4.7;1256;10;3;4;3;18
Rebel;Helen Hardt;Troy Duran;07.33;Romance;4.7;43;8;3;4;1;18
Happily Letter After;Vi Keeland;Andi Arndt;08.21;Romance;4.7;1902;10;3;4;3;18
Not Pretending Anymore;Penelope Ward;Erin Mallon;08.42;Romance;4.7;628;9;3;4;2;18
Tie Me Down;Melanie Harlow;Amanda Ronconi;08.51;Romance;4.7;73;8;3;4;1;18
Fallen Jester;Devney Perry;Lucy Rivers;09.35;Romance;4.7;78;8;3;4;1;18
Beguiled;Darynda Jones;Traci Odom;10.10;Romance;4.7;248;9;3;4;2;18
Rejected;Jaymin Eve;Michelle Sparks;11.09;Romance;4.7;1020;10;3;4;3;18
Zodiac Academy;Caroline Peckham;Bridget Bordeaux;12.10;Romance;4.7;42;8;3;4;1;18
Mr Spencer;T L Swan;Shane East;15.31;Romance;4.7;95;9;4;4;1;18
From Blood and Ash;Jennifer L. Armentrout;Stina Nielsen;19.46;Romance;4.7;5548;12;4;4;4;18
Written in My Own Heart's Blood;Diana Gabaldon;Davina Porter;0.45;Romance;4.8;20635;11;2;4;5;18
Doin' a Dime;Lani Lynn Vale;Connor Crais;06.14;Romance;4.8;120;9;3;4;2;18
How to Get Lucky;Lauren Blakely;Joe Arden;06.31;Romance;4.8;476;9;3;4;2;18
Consumed by Deception;Rina Kent;Jason Clarke;07.15;Romance;4.8;207;9;3;4;2;18
When You Least Expect It;Haley Cass;Lori Prince;08.07;Romance;4.8;177;9;3;4;2;18
Hard to Lose;K. Bromberg;Jason Clarke;08.12;Romance;4.8;155;9;3;4;2;18
The Siren Saves the Billionaire;Kristen Painter;B.J. Harrison;08.47;Romance;4.8;322;9;3;4;2;18
10-Code;Freya Barker;Tad Branson;09.13;Romance;4.8;190;9;3;4;2;18
One Time Only;Lauren Blakely;Jacob Morgan;09.30;Romance;4.8;669;9;3;4;2;18
Flock;Kate Stewart;Maxine Mitchell;10.12;Romance;4.8;108;9;3;4;2;18
The Endgame;Riley Hart;Iggy Toma;10.50;Romance;4.8;167;9;3;4;2;18
Reclaimed;Jaymin Eve;Michelle Sparks;10.53;Romance;4.8;604;9;3;4;2;18
